Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 6,6,"[(3, 4), (1, 2), (2, 3), (2, 4), (1, 4), (2, 3, 4)]",204.1426786519587,4728.1343180943095,68.76143045410203,33.35579260840615,0.9071218505320396,fsii,FSII-SPEX-EBM
Model 7,7,"[(3, 4), (1, 2), (2, 3), (2, 4), (1, 4), (2, 3, 4), (3, 5)]",69.06554781645536,4678.895717826549,68.40245403365692,32.174160550069175,0.90808907983806,fsii,FSII-SPEX-EBM
Model 8,8,"[(3, 4), (1, 2), (2, 3), (2, 4), (1, 4), (2, 3, 4), (3, 5), (0, 1)]",36.0046929679811,4802.737808112286,69.30178791425432,30.86413877828204,0.905656360418909,fsii,FSII-SPEX-EBM
Model 9,9,"[(3, 4), (1, 2), (2, 3), (2, 4), (1, 4), (2, 3, 4), (3, 5), (0, 1), (0, 3)]",9.02764593809843,4719.815119739508,68.70091061797876,31.247142178097697,0.907285270540074,fsii,FSII-SPEX-EBM
Model 10,10,"[(3, 4), (1, 2), (2, 3), (2, 4), (1, 4), (2, 3, 4), (3, 5), (0, 1), (0, 3), (0, 3, 4)]",313.0809260420501,4581.864158842664,67.68946859624963,31.761518954734854,0.909995140671384,fsii,FSII-SPEX-EBM
Model 1,1,"[(3, 4)]",5.2221951596438885,5022.633680387612,70.87054169672764,33.27633999822331,0.9013367873445114,mobius,MOBIUS-SPEX-EBM
Model 2,2,"[(3, 4), (1, 2)]",4.358712378889322,4734.2217148637055,68.80568083278956,30.96850164020749,0.9070022714107664,mobius,MOBIUS-SPEX-EBM
Model 3,3,"[(3, 4), (1, 2), (1, 4)]",4.941396821290255,4707.526839523877,68.61141916273031,31.350781597362943,0.907526658083191,mobius,MOBIUS-SPEX-EBM
Model 4,4,"[(3, 4), (1, 2), (1, 4), (2, 3)]",28.90989375114441,4838.915581606812,69.56231437787858,34.016350122952225,0.9049456943447276,mobius,MOBIUS-SPEX-EBM
Model 5,5,"[(3, 4), (1, 2), (1, 4), (2, 3), (2, 4)]",8.426712665706873,4792.868276358955,69.23054438872306,33.44636274942424,0.9058502347430492,mobius,MOBIUS-SPEX-EBM
Model 6,6,"[(3, 4), (1, 2), (1, 4), (2, 3), (2, 4), (2, 3, 4)]",205.0207730866969,4720.105447188664,68.70302356656994,33.38434137983819,0.9072795674287826,mobius,MOBIUS-SPEX-EBM
Model 7,7,"[(3, 4), (1, 2), (1, 4), (2, 3), (2, 4), (2, 3, 4), (3, 5)]",72.14206634834409,4682.268452152515,68.42710319860483,32.20893024656352,0.9080228267873284,mobius,MOBIUS-SPEX-EBM
Model 8,8,"[(3, 4), (1, 2), (1, 4), (2, 3), (2, 4), (2, 3, 4), (3, 5), (0, 1)]",6.9952161610126495,4784.713706558208,69.17162501024686,30.883772760354564,0.9060104208337662,mobius,MOBIUS-SPEX-EBM
